caseid,schoolid,score,cohort90,female,sclass,schtype,schurban,schdenom
34853,298,56,8,1,2,0,1,0
34841,298,53,8,0,1,0,1,0
34840,298,42,8,0,2,0,1,0
16079,298,46,-2,0,1,0,1,0
20940,298,47,0,0,1,0,1,0
20944,298,48,0,0,1,0,1,0
16077,298,7,-2,0,2,0,1,0
16075,298,19,-2,0,3,0,1,0
16074,298,46,-2,0,1,0,1,0
34838,298,48,8,0,1,0,1,0
34839,298,49,8,0,2,0,1,0
20945,298,42,0,0,1,0,1,0
28774,298,42,6,0,2,0,1,0
28772,298,67,6,0,1,0,1,0
10227,298,40,-4,1,1,0,1,0
3794,298,52,-6,1,2,0,1,0
3792,298,30,-6,1,1,0,1,0
3791,298,48,-6,0,1,0,1,0
10223,298,14,-4,1,1,0,1,0
10225,298,25,-4,1,1,0,1,0
10229,298,39,-4,0,2,0,1,0
10226,298,35,-4,0,1,0,1,0
10228,298,49,-4,0,1,0,1,0
3793,298,40,-6,0,1,0,1,0
10222,298,30,-4,0,2,0,1,0
3795,298,34,-6,0,2,0,1,0
34851,298,47,8,0,2,0,1,0
34873,299,63,8,1,1,0,0,0
34875,299,49,8,1,2,0,0,0
34868,299,56,8,1,1,0,0,0
16086,299,25,-2,0,1,0,0,0
16090,299,10,-2,0,3,0,0,0
3797,299,53,-6,1,2,0,0,0
34876,299,38,8,1,4,0,0,0
3804,299,10,-6,0,1,0,0,0
34877,299,43,8,1,3,0,0,0
10231,299,44,-4,0,2,0,0,0
34854,299,47,8,1,2,0,0,0
34856,299,38,8,1,1,0,0,0
28779,299,62,6,1,1,0,0,0
28778,299,49,6,1,3,0,0,0
20946,299,21,0,0,3,0,0,0
34867,299,60,8,1,1,0,0,0
34858,299,67,8,1,1,0,0,0
34862,299,57,8,1,1,0,0,0
34860,299,35,8,1,3,0,0,0
28776,299,63,6,1,1,0,0,0
10242,299,46,-4,1,2,0,0,0
10243,299,41,-4,1,1,0,0,0
10241,299,49,-4,1,1,0,0,0
10236,299,24,-4,1,1,0,0,0
10233,299,50,-4,1,1,0,0,0
16087,299,21,-2,1,4,0,0,0
10245,299,47,-4,1,2,0,0,0
16084,299,56,-2,1,1,0,0,0
16082,299,39,-2,1,1,0,0,0
10234,299,0,-4,0,2,0,0,0
10240,299,35,-4,0,4,0,0,0
10239,299,0,-4,0,4,0,0,0
10244,299,41,-4,0,1,0,0,0
16089,299,49,-2,1,1,0,0,0
10232,299,14,-4,1,1,0,0,0
3801,299,52,-6,1,2,0,0,0
10238,299,11,-4,0,3,0,0,0
10235,299,44,-4,0,2,0,0,0
10237,299,55,-4,0,1,0,0,0
16088,299,56,-2,1,1,0,0,0
34866,299,51,8,0,1,0,0,0
34865,299,36,8,0,1,0,0,0
34869,299,26,8,0,1,0,0,0
34870,299,48,8,0,1,0,0,0
3802,299,52,-6,0,2,0,0,0
34864,299,30,8,0,1,0,0,0
34861,299,66,8,0,1,0,0,0
34863,299,50,8,0,1,0,0,0
3803,299,5,-6,0,4,0,0,0
3798,299,49,-6,0,2,0,0,0
3799,299,27,-6,0,2,0,0,0
3796,299,45,-6,0,2,0,0,0
34871,299,31,8,0,1,0,0,0
34872,299,60,8,0,1,0,0,0
3800,299,16,-6,0,4,0,0,0
34874,299,32,8,0,1,0,0,0
34878,299,57,8,0,3,0,0,0
20953,299,49,0,1,1,0,0,0
20949,299,45,0,0,1,0,0,0
20948,299,42,0,0,3,0,0,0
20952,299,46,0,0,1,0,0,0
28777,299,49,6,0,1,0,0,0
16091,299,31,-2,1,1,0,0,0
16081,299,36,-2,0,1,0,0,0
16085,299,44,-2,0,2,0,0,0
16092,299,40,-2,1,1,0,0,0
20947,299,47,0,1,1,0,0,0
16094,299,56,-2,1,1,0,0,0
20951,299,37,0,1,1,0,0,0
28780,299,35,6,0,2,0,0,0
34855,299,37,8,0,2,0,0,0
16093,299,36,-2,1,1,0,0,0
34857,299,52,8,0,1,0,0,0
34859,299,41,8,0,2,0,0,0
3806,300,45,-6,0,1,0,1,1
3807,300,35,-6,0,3,0,1,1
3805,300,30,-6,0,2,0,1,1
3809,300,17,-6,0,3,0,1,1
3811,300,4,-6,0,4,0,1,1
3813,300,40,-6,0,3,0,1,1
28790,300,15,6,0,2,0,1,1
28789,300,28,6,0,3,0,1,1
34879,300,51,8,0,1,0,1,1
34880,300,25,8,0,2,0,1,1
28784,300,55,6,0,1,0,1,1
28788,300,33,6,0,1,0,1,1
28787,300,54,6,0,1,0,1,1
16102,300,36,-2,0,1,0,1,1
20954,300,14,0,0,3,0,1,1
34883,300,34,8,0,2,0,1,1
16104,300,56,-2,0,1,0,1,1
34882,300,50,8,0,2,0,1,1
20960,300,29,0,0,3,0,1,1
20956,300,49,0,0,1,0,1,1
20959,300,42,0,0,2,0,1,1
28782,300,33,6,0,2,0,1,1
3816,300,41,-6,1,1,0,1,1
3817,300,49,-6,1,2,0,1,1
3815,300,27,-6,1,1,0,1,1
3814,300,44,-6,1,3,0,1,1
10246,300,43,-4,1,2,0,1,1
3818,300,12,-6,1,1,0,1,1
3820,300,48,-6,1,2,0,1,1
10247,300,48,-4,1,1,0,1,1
28781,300,45,6,1,1,0,1,1
20958,300,40,0,1,3,0,1,1
28783,300,27,6,1,2,0,1,1
3812,300,8,-6,1,1,0,1,1
3810,300,48,-6,1,1,0,1,1
20957,300,18,0,1,3,0,1,1
3808,300,38,-6,1,2,0,1,1
16101,300,24,-2,0,3,0,1,1
28785,300,43,6,1,1,0,1,1
34897,300,32,8,0,2,0,1,1
20955,300,32,0,1,1,0,1,1
34896,300,41,8,0,2,0,1,1
34894,300,55,8,0,1,0,1,1
34888,300,61,8,1,1,0,1,1
16105,300,50,-2,1,2,0,1,1
34886,300,46,8,1,2,0,1,1
34885,300,49,8,1,1,0,1,1
10252,300,24,-4,1,2,0,1,1
10258,300,19,-4,1,2,0,1,1
16098,300,22,-2,1,3,0,1,1
10256,300,39,-4,1,2,0,1,1
34891,300,39,8,0,2,0,1,1
34887,300,36,8,0,1,0,1,1
16099,300,43,-2,1,2,0,1,1
16103,300,15,-2,1,2,0,1,1
16100,300,28,-2,1,1,0,1,1
3819,300,39,-6,0,2,0,1,1
34893,300,31,8,1,2,0,1,1
34892,300,42,8,1,1,0,1,1
34890,300,30,8,1,1,0,1,1
34895,300,34,8,1,3,0,1,1
34898,300,55,8,1,1,0,1,1
10257,300,42,-4,0,2,0,1,1
16096,300,36,-2,0,2,0,1,1
16095,300,47,-2,0,3,0,1,1
34889,300,34,8,1,2,0,1,1
16097,300,43,-2,0,3,0,1,1
10259,300,16,-4,0,3,0,1,1
10260,300,24,-4,0,3,0,1,1
10249,300,42,-4,0,1,0,1,1
10250,300,31,-4,0,2,0,1,1
10251,300,52,-4,0,3,0,1,1
10248,300,16,-4,0,3,0,1,1
3821,300,43,-6,0,2,0,1,1
10255,300,27,-4,0,1,0,1,1
34881,300,46,8,1,1,0,1,1
34884,300,49,8,1,1,0,1,1
10253,300,39,-4,0,2,0,1,1
28786,300,34,6,1,1,0,1,1
10254,300,22,-4,0,1,0,1,1
16109,301,52,-2,1,1,0,0,0
10264,301,32,-4,1,2,0,0,0
20961,301,41,0,1,1,0,0,0
10268,301,40,-4,1,2,0,0,0
10272,301,14,-4,1,3,0,0,0
3824,301,18,-6,1,1,0,0,0
3823,301,31,-6,1,2,0,0,0
10269,301,50,-4,1,2,0,0,0
10271,301,54,-4,1,2,0,0,0
10270,301,9,-4,1,3,0,0,0
10265,301,31,-4,1,1,0,0,0
16116,301,22,-2,1,2,0,0,0
10267,301,0,-4,1,1,0,0,0
3822,301,0,-6,1,2,0,0,0
16106,301,40,-2,1,3,0,0,0
16113,301,45,-2,1,1,0,0,0
16111,301,22,-2,1,3,0,0,0
16117,301,53,-2,1,2,0,0,0
16121,301,56,-2,0,1,0,0,0
16120,301,40,-2,0,1,0,0,0
16118,301,31,-2,0,2,0,0,0
20966,301,47,0,0,1,0,0,0
20963,301,43,0,0,1,0,0,0
20964,301,29,0,0,1,0,0,0
20967,301,29,0,0,3,0,0,0
16108,301,48,-2,0,2,0,0,0
16107,301,33,-2,0,2,0,0,0
16115,301,42,-2,0,3,0,0,0
16114,301,55,-2,0,1,0,0,0
16110,301,35,-2,0,2,0,0,0
16112,301,3,-2,0,1,0,0,0
10273,301,12,-4,0,1,0,0,0
34907,301,29,8,0,2,0,0,0
34904,301,24,8,0,2,0,0,0
34903,301,39,8,0,1,0,0,0
34906,301,39,8,1,1,0,0,0
34909,301,56,8,1,2,0,0,0
34908,301,28,8,1,1,0,0,0
20968,301,17,0,0,2,0,0,0
28792,301,46,6,0,3,0,0,0
20971,301,35,0,0,1,0,0,0
34902,301,39,8,0,3,0,0,0
34899,301,46,8,0,1,0,0,0
28794,301,51,6,0,4,0,0,0
28798,301,19,6,0,3,0,0,0
3833,301,38,-6,1,1,0,0,0
20965,301,34,0,1,1,0,0,0
20962,301,25,0,1,3,0,0,0
3825,301,31,-6,1,3,0,0,0
20969,301,16,0,1,3,0,0,0
20970,301,0,0,1,3,0,0,0
28791,301,46,6,1,1,0,0,0
3830,301,39,-6,1,2,0,0,0
3831,301,37,-6,1,2,0,0,0
3826,301,15,-6,1,1,0,0,0
3829,301,56,-6,1,1,0,0,0
3827,301,40,-6,1,2,0,0,0
10266,301,63,-4,0,2,0,0,0
3828,301,37,-6,0,2,0,0,0
34905,301,63,8,1,2,0,0,0
34901,301,37,8,1,2,0,0,0
10263,301,12,-4,0,2,0,0,0
3832,301,56,-6,0,1,0,0,0
10261,301,36,-4,0,1,0,0,0
28793,301,62,6,1,1,0,0,0
28797,301,34,6,1,2,0,0,0
28796,301,27,6,1,3,0,0,0
34900,301,30,8,1,2,0,0,0
28795,301,47,6,1,1,0,0,0
28813,302,20,6,0,3,0,0,0
34910,302,24,8,0,3,0,0,0
34911,302,25,8,0,4,0,0,0
28810,302,56,6,0,1,0,0,0
28809,302,47,6,0,2,0,0,0
34912,302,36,8,0,2,0,0,0
20977,302,53,0,0,3,0,0,0
20981,302,27,0,0,2,0,0,0
20976,302,50,0,0,2,0,0,0
20975,302,0,0,0,3,0,0,0
28806,302,36,6,0,1,0,0,0
28805,302,37,6,0,2,0,0,0
20982,302,25,0,0,2,0,0,0
20986,302,39,0,0,2,0,0,0
20985,302,34,0,0,1,0,0,0
16143,302,30,-2,0,3,0,0,0
16145,302,33,-2,1,1,0,0,0
16144,302,18,-2,1,1,0,0,0
34938,302,31,8,0,4,0,0,0
34936,302,37,8,0,3,0,0,0
34935,302,37,8,0,1,0,0,0
16133,302,53,-2,1,1,0,0,0
16142,302,43,-2,1,1,0,0,0
16132,302,34,-2,1,1,0,0,0
16141,302,54,-2,1,3,0,0,0
34914,302,31,8,0,2,0,0,0
34925,302,37,8,0,1,0,0,0
34927,302,32,8,0,2,0,0,0
34924,302,40,8,0,3,0,0,0
34917,302,32,8,0,1,0,0,0
34934,302,37,8,0,2,0,0,0
34933,302,38,8,0,2,0,0,0
34929,302,49,8,0,1,0,0,0
34932,302,44,8,0,1,0,0,0
34931,302,53,8,0,1,0,0,0
16134,302,25,-2,1,1,0,0,0
34913,302,38,8,1,3,0,0,0
28812,302,27,6,1,2,0,0,0
28811,302,39,6,1,1,0,0,0
34918,302,17,8,1,3,0,0,0
34915,302,56,8,1,1,0,0,0
34916,302,37,8,1,1,0,0,0
34919,302,37,8,1,4,0,0,0
28802,302,55,6,1,1,0,0,0
28801,302,45,6,1,2,0,0,0
28808,302,24,6,1,4,0,0,0
28807,302,54,6,1,1,0,0,0
28803,302,48,6,1,3,0,0,0
28804,302,52,6,1,2,0,0,0
28800,302,32,6,1,3,0,0,0
34940,302,53,8,1,2,0,0,0
34939,302,27,8,1,3,0,0,0
34937,302,49,8,1,1,0,0,0
10275,302,27,-4,0,3,0,0,0
10278,302,24,-4,0,3,0,0,0
10277,302,50,-4,0,3,0,0,0
34920,302,29,8,1,2,0,0,0
34922,302,55,8,1,2,0,0,0
34921,302,63,8,1,1,0,0,0
34930,302,52,8,1,1,0,0,0
34928,302,52,8,1,2,0,0,0
34923,302,35,8,1,2,0,0,0
34926,302,48,8,1,1,0,0,0
16131,302,29,-2,1,1,0,0,0
20973,302,4,0,1,1,0,0,0
20972,302,47,0,1,2,0,0,0
10274,302,17,-4,1,3,0,0,0
20979,302,20,0,1,1,0,0,0
20974,302,21,0,1,2,0,0,0
20978,302,54,0,1,1,0,0,0
16140,302,41,-2,0,1,0,0,0
16128,302,48,-2,1,3,0,0,0
16129,302,52,-2,1,1,0,0,0
10276,302,20,-4,1,1,0,0,0
10279,302,8,-4,1,1,0,0,0
16124,302,37,-2,1,2,0,0,0
16123,302,28,-2,1,2,0,0,0
28799,302,45,6,1,2,0,0,0
16122,302,39,-2,0,1,0,0,0
16125,302,42,-2,0,1,0,0,0
16126,302,15,-2,0,1,0,0,0
20984,302,30,0,1,3,0,0,0
20980,302,40,0,1,2,0,0,0
20983,302,36,0,1,2,0,0,0
16139,302,15,-2,0,4,0,0,0
16137,302,0,-2,0,2,0,0,0
16136,302,48,-2,0,3,0,0,0
16138,302,33,-2,0,2,0,0,0
16127,302,40,-2,0,1,0,0,0
16135,302,46,-2,0,1,0,0,0
16130,302,18,-2,0,1,0,0,0
34956,303,45,8,0,2,0,1,0
34955,303,2,8,0,4,0,1,0
34965,303,16,8,0,3,0,1,0
3847,303,0,-6,1,3,0,1,0
28819,303,30,6,1,2,0,1,0
28817,303,36,6,1,2,0,1,0
28816,303,36,6,1,1,0,1,0
28822,303,41,6,1,3,0,1,0
28823,303,31,6,1,2,0,1,0
34941,303,10,8,1,4,0,1,0
20998,303,59,0,1,2,0,1,0
20995,303,13,0,1,3,0,1,0
28815,303,47,6,1,3,0,1,0
21001,303,14,0,1,3,0,1,0
20999,303,58,0,1,1,0,1,0
21000,303,27,0,1,3,0,1,0
20994,303,0,0,1,4,0,1,0
34961,303,17,8,1,3,0,1,0
34960,303,23,8,1,1,0,1,0
34959,303,52,8,1,2,0,1,0
34962,303,31,8,1,2,0,1,0
34963,303,48,8,1,2,0,1,0
34942,303,38,8,1,2,0,1,0
34947,303,20,8,1,4,0,1,0
34946,303,53,8,1,3,0,1,0
34958,303,34,8,1,1,0,1,0
34957,303,31,8,1,2,0,1,0
34948,303,38,8,1,1,0,1,0
34949,303,37,8,1,3,0,1,0
34964,303,35,8,1,1,0,1,0
10287,303,43,-4,1,2,0,1,0
10286,303,4,-4,1,2,0,1,0
10283,303,14,-4,1,2,0,1,0
10288,303,28,-4,1,2,0,1,0
10289,303,32,-4,1,2,0,1,0
10291,303,38,-4,1,2,0,1,0
3853,303,53,-6,1,1,0,1,0
3852,303,3,-6,1,4,0,1,0
10282,303,22,-4,1,3,0,1,0
3859,303,15,-6,1,3,0,1,0
3855,303,0,-6,1,4,0,1,0
3857,303,12,-6,1,4,0,1,0
20993,303,22,0,1,1,0,1,0
20989,303,38,0,1,1,0,1,0
16156,303,35,-2,1,2,0,1,0
16153,303,46,-2,1,1,0,1,0
20991,303,48,0,1,1,0,1,0
20992,303,40,0,1,3,0,1,0
10292,303,27,-4,1,3,0,1,0
10294,303,24,-4,1,3,0,1,0
10293,303,27,-4,1,1,0,1,0
16152,303,28,-2,1,1,0,1,0
16150,303,50,-2,1,1,0,1,0
10295,303,37,-4,1,3,0,1,0
16148,303,61,-2,1,1,0,1,0
34953,303,41,8,0,1,0,1,0
20997,303,24,0,0,3,0,1,0
20996,303,23,0,0,1,0,1,0
20990,303,0,0,0,3,0,1,0
28814,303,52,6,0,1,0,1,0
28818,303,54,6,0,1,0,1,0
28820,303,26,6,0,3,0,1,0
16155,303,23,-2,0,3,0,1,0
16154,303,24,-2,0,3,0,1,0
20988,303,31,0,0,2,0,1,0
20987,303,21,0,0,2,0,1,0
16157,303,4,-2,0,1,0,1,0
16158,303,8,-2,0,3,0,1,0
16151,303,12,-2,0,1,0,1,0
34950,303,29,8,0,3,0,1,0
3838,303,5,-6,1,3,0,1,0
3839,303,0,-6,1,2,0,1,0
34951,303,36,8,0,1,0,1,0
34952,303,26,8,0,3,0,1,0
28821,303,32,6,0,2,0,1,0
34944,303,43,8,0,2,0,1,0
34943,303,48,8,0,1,0,1,0
3840,303,37,-6,1,1,0,1,0
3845,303,22,-6,1,3,0,1,0
34945,303,24,8,0,3,0,1,0
3846,303,9,-6,1,3,0,1,0
3834,303,37,-6,0,2,0,1,0
3849,303,10,-6,0,3,0,1,0
3848,303,18,-6,0,3,0,1,0
3844,303,32,-6,0,2,0,1,0
3850,303,44,-6,0,1,0,1,0
3851,303,53,-6,0,4,0,1,0
3854,303,0,-6,0,3,0,1,0
3836,303,16,-6,0,4,0,1,0
3835,303,23,-6,0,3,0,1,0
3843,303,16,-6,0,2,0,1,0
3842,303,29,-6,0,3,0,1,0
3837,303,29,-6,0,1,0,1,0
3841,303,21,-6,0,3,0,1,0
16149,303,50,-2,0,1,0,1,0
10297,303,49,-4,0,2,0,1,0
10296,303,14,-4,0,2,0,1,0
10290,303,31,-4,0,2,0,1,0
16146,303,19,-2,0,2,0,1,0
16147,303,24,-2,0,1,0,1,0
3856,303,54,-6,0,2,0,1,0
3860,303,7,-6,0,3,0,1,0
3858,303,21,-6,0,2,0,1,0
10285,303,25,-4,0,1,0,1,0
10284,303,41,-4,0,2,0,1,0
10280,303,49,-4,0,3,0,1,0
10281,303,23,-4,0,1,0,1,0
21006,304,29,0,0,2,0,1,0
21003,304,37,0,0,2,0,1,0
16163,304,46,-2,0,1,0,1,0
21008,304,55,0,0,1,0,1,0
21009,304,53,0,0,2,0,1,0
21011,304,37,0,0,1,0,1,0
10299,304,49,-4,0,1,0,1,0
10300,304,42,-4,0,2,0,1,0
16161,304,7,-2,0,2,0,1,0
16159,304,40,-2,0,2,0,1,0
10304,304,52,-4,0,2,0,1,0
10305,304,29,-4,0,3,0,1,0
34983,304,42,8,0,2,0,1,0
34978,304,42,8,0,1,0,1,0
34975,304,27,8,0,2,0,1,0
34973,304,45,8,0,1,0,1,0
34979,304,42,8,0,2,0,1,0
34980,304,49,8,0,1,0,1,0
21013,304,36,0,0,1,0,1,0
28826,304,44,6,0,1,0,1,0
28825,304,34,6,0,1,0,1,0
34970,304,52,8,0,1,0,1,0
34968,304,38,8,0,1,0,1,0
28827,304,27,6,0,4,0,1,0
28828,304,23,6,0,3,0,1,0
10301,304,46,-4,0,2,0,1,0
34989,304,10,8,0,4,0,1,0
34986,304,45,8,0,1,0,1,0
34972,304,41,8,1,2,0,1,0
34974,304,51,8,1,3,0,1,0
34969,304,53,8,1,1,0,1,0
34985,304,39,8,0,2,0,1,0
34971,304,43,8,1,4,0,1,0
34967,304,38,8,1,4,0,1,0
34987,304,36,8,1,2,0,1,0
34984,304,45,8,1,1,0,1,0
34988,304,47,8,1,1,0,1,0
34976,304,43,8,1,2,0,1,0
34977,304,45,8,1,1,0,1,0
34982,304,33,8,1,1,0,1,0
34981,304,45,8,1,2,0,1,0
34990,304,54,8,1,1,0,1,0
21002,304,21,0,1,1,0,1,0
16167,304,47,-2,1,1,0,1,0
16166,304,41,-2,1,1,0,1,0
21004,304,47,0,1,1,0,1,0
21005,304,29,0,1,2,0,1,0
21007,304,53,0,1,2,0,1,0
10302,304,48,-4,1,2,0,1,0
10298,304,39,-4,1,2,0,1,0
16164,304,35,-2,1,2,0,1,0
16162,304,34,-2,1,2,0,1,0
10303,304,45,-4,1,1,0,1,0
16160,304,53,-2,1,1,0,1,0
34966,304,22,8,1,4,0,1,0
21012,304,50,0,1,2,0,1,0
21010,304,20,0,1,3,0,1,0
28824,304,38,6,1,1,0,1,0
34994,305,34,8,1,1,0,1,0
35001,305,62,8,1,2,0,1,0
35002,305,35,8,1,2,0,1,0
28842,305,42,6,1,2,0,1,0
34993,305,61,8,1,2,0,1,0
34992,305,51,8,1,2,0,1,0
35017,305,40,8,1,2,0,1,0
35005,305,32,8,1,3,0,1,0
35003,305,53,8,1,1,0,1,0
35008,305,51,8,1,1,0,1,0
35019,305,33,8,1,3,0,1,0
3868,305,0,-6,0,2,0,1,0
3866,305,46,-6,0,2,0,1,0
3861,305,0,-6,0,4,0,1,0
3865,305,55,-6,0,1,0,1,0
3863,305,40,-6,0,1,0,1,0
28841,305,59,6,1,1,0,1,0
10326,305,0,-4,0,3,0,1,0
10328,305,49,-4,0,1,0,1,0
10325,305,44,-4,0,1,0,1,0
10321,305,33,-4,0,1,0,1,0
10320,305,3,-4,0,2,0,1,0
16169,305,46,-2,0,1,0,1,0
10330,305,21,-4,0,1,0,1,0
10334,305,49,-4,0,1,0,1,0
10332,305,25,-4,0,1,0,1,0
3870,305,53,-6,0,1,0,1,0
3877,305,44,-6,0,2,0,1,0
10306,305,38,-4,0,2,0,1,0
3876,305,44,-6,0,1,0,1,0
3875,305,33,-6,0,4,0,1,0
10319,305,11,-4,0,3,0,1,0
10316,305,37,-4,0,1,0,1,0
10308,305,32,-4,0,2,0,1,0
10312,305,28,-4,0,3,0,1,0
10309,305,35,-4,0,1,0,1,0
16170,305,31,-2,0,2,0,1,0
16188,305,27,-2,1,3,0,1,0
21014,305,37,0,1,1,0,1,0
16186,305,31,-2,1,1,0,1,0
16185,305,28,-2,1,2,0,1,0
16183,305,54,-2,1,1,0,1,0
21020,305,27,0,1,1,0,1,0
21016,305,46,0,1,1,0,1,0
21019,305,30,0,1,2,0,1,0
21017,305,33,0,1,1,0,1,0
21021,305,46,0,1,2,0,1,0
16171,305,14,-2,1,3,0,1,0
16172,305,25,-2,1,1,0,1,0
16168,305,32,-2,1,1,0,1,0
10333,305,32,-4,1,1,0,1,0
16182,305,48,-2,1,1,0,1,0
16179,305,36,-2,1,3,0,1,0
16174,305,8,-2,1,2,0,1,0
16176,305,23,-2,1,2,0,1,0
16175,305,15,-2,1,1,0,1,0
28838,305,11,6,1,3,0,1,0
28830,305,46,6,1,2,0,1,0
28831,305,55,6,1,1,0,1,0
21038,305,24,0,1,2,0,1,0
21037,305,27,0,1,2,0,1,0
21036,305,15,0,1,1,0,1,0
28837,305,55,6,1,1,0,1,0
28833,305,53,6,1,1,0,1,0
28836,305,63,6,1,1,0,1,0
28835,305,44,6,1,1,0,1,0
21022,305,37,0,1,1,0,1,0
21028,305,24,0,1,1,0,1,0
21029,305,44,0,1,2,0,1,0
21027,305,32,0,1,2,0,1,0
21026,305,20,0,1,1,0,1,0
21035,305,24,0,1,1,0,1,0
21034,305,19,0,1,3,0,1,0
21030,305,37,0,1,2,0,1,0
21033,305,36,0,1,1,0,1,0
21031,305,27,0,1,3,0,1,0
10331,305,32,-4,1,2,0,1,0
10327,305,46,-4,1,1,0,1,0
10324,305,33,-4,1,3,0,1,0
10329,305,36,-4,1,1,0,1,0
35015,305,42,8,0,2,0,1,0
10318,305,40,-4,1,1,0,1,0
10323,305,36,-4,1,1,0,1,0
10322,305,43,-4,1,2,0,1,0
10317,305,27,-4,1,1,0,1,0
35007,305,58,8,0,4,0,1,0
35009,305,33,8,0,2,0,1,0
35006,305,63,8,0,1,0,1,0
35014,305,38,8,0,1,0,1,0
35013,305,38,8,0,3,0,1,0
35010,305,39,8,0,1,0,1,0
35012,305,45,8,0,1,0,1,0
35011,305,34,8,0,2,0,1,0
35004,305,34,8,0,1,0,1,0
3869,305,45,-6,1,2,0,1,0
3867,305,32,-6,1,4,0,1,0
3871,305,47,-6,1,1,0,1,0
3872,305,34,-6,1,2,0,1,0
35018,305,47,8,0,1,0,1,0
3864,305,44,-6,1,3,0,1,0
35016,305,42,8,0,1,0,1,0
3862,305,26,-6,1,2,0,1,0
10315,305,34,-4,1,1,0,1,0
10313,305,19,-4,1,3,0,1,0
10311,305,28,-4,1,2,0,1,0
10314,305,44,-4,1,1,0,1,0
3873,305,22,-6,1,2,0,1,0
3874,305,31,-6,1,3,0,1,0
10310,305,38,-4,1,2,0,1,0
3878,305,55,-6,1,1,0,1,0
10307,305,28,-4,1,2,0,1,0
16173,305,37,-2,0,2,0,1,0
34991,305,20,8,0,3,0,1,0
34995,305,52,8,0,3,0,1,0
28843,305,22,6,0,2,0,1,0
28840,305,59,6,0,1,0,1,0
28839,305,54,6,0,2,0,1,0
34999,305,42,8,0,1,0,1,0
35000,305,52,8,0,1,0,1,0
34996,305,40,8,0,1,0,1,0
34998,305,15,8,0,1,0,1,0
34997,305,40,8,0,3,0,1,0
16187,305,25,-2,0,1,0,1,0
21024,305,0,0,0,1,0,1,0
21025,305,35,0,0,1,0,1,0
21032,305,35,0,0,1,0,1,0
21023,305,44,0,0,2,0,1,0
21018,305,32,0,0,1,0,1,0
28834,305,55,6,0,1,0,1,0
28829,305,50,6,0,1,0,1,0
28832,305,43,6,0,3,0,1,0
21039,305,27,0,0,1,0,1,0
21041,305,38,0,0,2,0,1,0
21040,305,27,0,0,2,0,1,0
21015,305,44,0,0,1,0,1,0
16178,305,27,-2,0,2,0,1,0
16177,305,20,-2,0,2,0,1,0
16184,305,20,-2,0,2,0,1,0
16180,305,35,-2,0,2,0,1,0
16181,305,35,-2,0,1,0,1,0
28845,306,20,6,0,3,0,1,0
28846,306,25,6,0,1,0,1,0
21045,306,0,0,0,4,0,1,0
21044,306,35,0,0,2,0,1,0
35024,306,25,8,0,3,0,1,0
35021,306,19,8,0,4,0,1,0
35023,306,32,8,0,2,0,1,0
35022,306,27,8,0,2,0,1,0
3882,306,0,-6,0,3,0,1,0
3888,306,11,-6,0,1,0,1,0
3889,306,41,-6,0,3,0,1,0
3884,306,0,-6,0,3,0,1,0
21043,306,21,0,0,1,0,1,0
21042,306,33,0,0,3,0,1,0
10339,306,0,-4,0,3,0,1,0
16191,306,16,-2,0,3,0,1,0
10341,306,28,-4,0,2,0,1,0
16190,306,26,-2,1,1,0,1,0
10337,306,0,-4,1,3,0,1,0
10338,306,13,-4,1,3,0,1,0
10340,306,0,-4,1,3,0,1,0
10336,306,17,-4,1,3,0,1,0
10335,306,6,-4,1,3,0,1,0
3887,306,7,-6,1,3,0,1,0
10345,306,4,-4,1,4,0,1,0
16189,306,38,-2,1,2,0,1,0
10342,306,0,-4,1,3,0,1,0
10344,306,19,-4,1,2,0,1,0
10343,306,12,-4,1,3,0,1,0
35025,306,9,8,1,3,0,1,0
28844,306,35,6,1,4,0,1,0
16194,306,14,-2,1,3,0,1,0
16192,306,10,-2,1,3,0,1,0
28847,306,18,6,1,4,0,1,0
35020,306,23,8,1,4,0,1,0
3886,306,0,-6,1,3,0,1,0
3883,306,21,-6,1,3,0,1,0
3885,306,0,-6,1,4,0,1,0
3879,306,29,-6,1,3,0,1,0
3881,306,11,-6,1,2,0,1,0
3880,306,0,-6,1,4,0,1,0
35029,307,24,8,1,3,0,0,0
35038,307,38,8,1,4,0,0,0
35039,307,47,8,1,3,0,0,0
35045,307,34,8,1,4,0,0,0
35037,307,24,8,1,3,0,0,0
35033,307,42,8,1,4,0,0,0
35032,307,44,8,1,1,0,0,0
16205,307,7,-2,1,3,0,0,0
16204,307,17,-2,1,3,0,0,0
35047,307,22,8,1,1,0,0,0
21053,307,40,0,1,1,0,0,0
21048,307,38,0,1,3,0,0,0
21051,307,12,0,1,4,0,0,0
16202,307,10,-2,1,2,0,0,0
35026,307,0,8,1,1,0,0,0
28855,307,39,6,1,2,0,0,0
28854,307,34,6,1,2,0,0,0
35027,307,43,8,1,3,0,0,0
35028,307,27,8,1,3,0,0,0
35030,307,33,8,1,2,0,0,0
21056,307,23,0,1,3,0,0,0
21055,307,31,0,1,4,0,0,0
28853,307,3,6,1,4,0,0,0
28852,307,43,6,1,1,0,0,0
28849,307,36,6,1,1,0,0,0
28850,307,32,6,1,3,0,0,0
3890,307,26,-6,1,3,0,0,0
3908,307,8,-6,1,2,0,0,0
3907,307,0,-6,1,2,0,0,0
3906,307,32,-6,1,2,0,0,0
